file,class,method,variable,usage
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfDayWithDate/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfMonthWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithDate/0,cal,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsofMinuteWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfMinuteWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfDayWithDate/0,testresult,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfDayWithDate/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithWrongOffsetBugWithCalendar/0,c,7
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithWrongOffsetBugWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfSecondWithCalendar/0,testResult,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfSecondWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfYearWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testHoursOfMonthWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfHourWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testHoursOfDayWithCalendar/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testHoursOfDayWithCalendar/0,testResult,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testHoursOfMonthWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfHourWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsofHourWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfMinuteWithCalender/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testHoursOfYearWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfDayWithCalendar/0,testresult,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfDayWithCalendar/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfDayWithCalendar/0,testresult,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfDayWithCalendar/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testDaysOfMonthWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsofMinuteWithCalendar/0,testResult,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfDayWithDate/0,expectedValue,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfDayWithDate/0,testResult,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfMonthWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfYearWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfYearWithDate/0,cal,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testDaysOfYearWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testDaysOfYearWithDate/0,cal,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfMonthWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfMonthWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMillisecondsOfHourWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfYearWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfYearWithDate/0,cal,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsofHourWithDate/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DateUtilsFragmentTest.java,org.apache.commons.lang3.time.DateUtilsFragmentTest,testSecondsOfYearWithCalendar/0,testResult,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testLongArrayArray/0,array,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testObjectArray/0,array,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testArray/0,i3,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testArray/0,i4,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testLongArray/0,array,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testPerson/0,p,7
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testPerson/0,pBaseStr,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testCollection/0,i3,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testCollection/0,i4,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testObject/0,i3,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\StandardToStringStyleTest.java,org.apache.commons.lang3.builder.StandardToStringStyleTest,testObject/0,i4,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsMixedCaseTest.java,org.apache.commons.lang3.StringUtilsIsMixedCaseTest,oldIsMixedCase/1[java.lang.CharSequence],cs,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsMixedCaseTest.java,org.apache.commons.lang3.StringUtilsIsMixedCaseTest,oldIsMixedCase/1[java.lang.CharSequence],containsLowercase,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsMixedCaseTest.java,org.apache.commons.lang3.StringUtilsIsMixedCaseTest,oldIsMixedCase/1[java.lang.CharSequence],containsUppercase,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsMixedCaseTest.java,org.apache.commons.lang3.StringUtilsIsMixedCaseTest,oldIsMixedCase/1[java.lang.CharSequence],sz,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsIsMixedCaseTest.java,org.apache.commons.lang3.StringUtilsIsMixedCaseTest,oldIsMixedCase/1[java.lang.CharSequence],i,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,"expectMatchingAccessibleConstructorParameterTypes/3[java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>[]]",actualTypes,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,"expectMatchingAccessibleConstructorParameterTypes/3[java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>[]]",c,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,"expectMatchingAccessibleConstructorParameterTypes/3[java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>[]]",cls,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,"expectMatchingAccessibleConstructorParameterTypes/3[java.lang.Class<?>,java.lang.Class<?>[],java.lang.Class<?>[]]",requestTypes,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,toString/1[java.lang.Class<?>[]],c,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,singletonArray/1[java.lang.Class<?>],result,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,singletonArray/1[java.lang.Class<?>],c,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\reflect\ConstructorUtilsTest.java,org.apache.commons.lang3.reflect.ConstructorUtilsTest,testVarArgsUnboxing/0,testBean,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$IsAssignable$WithMessage,shouldThrowIllegalArgumentExceptionWithGivenMessageWhenClassIsNotAssignable/0,ex,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\function\Consumers.java,org.apache.commons.lang3.function.Consumers,"accept/2[java.util.function.Consumer<T>,T]",consumer,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\function\Consumers.java,org.apache.commons.lang3.function.Consumers,"accept/2[java.util.function.Consumer<T>,T]",object,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSubstituteDefaultProperties/0,org,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSubstituteDefaultProperties/0,props,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testStaticReplacePrefixSuffix/0,map,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSamePrefixAndSuffix/0,map,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSubstitutePreserveEscape/0,sub,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSubstitutePreserveEscape/0,org,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testSubstitutePreserveEscape/0,map,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testConstructorMapFull/0,sub,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testConstructorMapFull/0,map,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testConstructorMapPrefixSuffix/0,sub,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testConstructorMapPrefixSuffix/0,map,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetSuffix/0,sub,11
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetSuffix/0,matcher,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetValueDelimiter/0,sub,11
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetValueDelimiter/0,matcher,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testReplaceInVariableDisabled/0,sub,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testStaticReplace/0,map,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testReplaceAdjacentAtEnd/0,sub,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetEscape/0,sub,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testReplacePartialString_noReplace/0,sub,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testDefaultValueDelimiters/0,sub,13
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testDefaultValueDelimiters/0,map,8
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,doTestNoReplace/1[java.lang.String],sub,15
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,doTestNoReplace/1[java.lang.String],replaceTemplate,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,doTestNoReplace/1[java.lang.String],bld,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetPrefix/0,sub,11
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testGetSetPrefix/0,matcher,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testLANG1055/0,actual,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testLANG1055/0,expected,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testResolveVariable/0,sub,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\text\StrSubstitutorTest.java,org.apache.commons.lang3.text.StrSubstitutorTest,testResolveVariable/0,builder,2
